ID_Pedido,Data,Produto,Categoria,Quantidade,Preco_Unitario,Regiao,Vendedor,Total_Venda,data_venda,valor_total,ano,mes,mes_nome,dia_semana,trimestre
1463,2025-03-17,Monitor,Informática,4,800.0,Leste,Carlos,3200.0,2025-03-17,3200.0,2025,3,March,Monday,1
1571,2025-03-17,Laptop,Informática,4,3500.0,Norte,Carlos,14000.0,2025-03-17,14000.0,2025,3,March,Monday,1
1856,2025-03-19,Monitor,Informática,2,800.0,Leste,Carlos,1600.0,2025-03-19,1600.0,2025,3,March,Wednesday,1
1755,2025-03-19,Teclado,Acessórios,4,150.0,Oeste,Daniela,600.0,2025-03-19,600.0,2025,3,March,Wednesday,1
1888,2025-03-19,Headset,Acessórios,3,250.0,Centro-Oeste,Ana,750.0,2025-03-19,750.0,2025,3,March,Wednesday,1
1664,2025-03-21,Headset,Acessórios,3,250.0,Norte,Ana,750.0,2025-03-21,750.0,2025,3,March,Friday,1
1061,2025-03-22,Monitor,Informática,1,800.0,Norte,Ana,800.0,2025-03-22,800.0,2025,3,March,Saturday,1
1104,2025-03-22,Teclado,Acessórios,3,150.0,Sul,Eduardo,450.0,2025-03-22,450.0,2025,3,March,Saturday,1
1806,2025-03-22,Tablet,Eletrônicos,4,1200.0,Norte,Ana,4800.0,2025-03-22,4800.0,2025,3,March,Saturday,1
1204,2025-03-22,Headset,Acessórios,2,250.0,Oeste,Ana,500.0,2025-03-22,500.0,2025,3,March,Saturday,1
1711,2025-03-23,Mouse,Acessórios,1,80.0,Leste,Daniela,80.0,2025-03-23,80.0,2025,3,March,Sunday,1
1932,2025-03-24,Teclado,Acessórios,3,150.0,Leste,Carlos,450.0,2025-03-24,450.0,2025,3,March,Monday,1
1752,2025-03-24,Smartphone,Eletrônicos,2,1500.0,Norte,Ana,3000.0,2025-03-24,3000.0,2025,3,March,Monday,1
1563,2025-03-25,Laptop,Informática,3,3500.0,Norte,Daniela,10500.0,2025-03-25,10500.0,2025,3,March,Tuesday,1
1754,2025-03-26,Smartphone,Eletrônicos,3,1500.0,Norte,Daniela,4500.0,2025-03-26,4500.0,2025,3,March,Wednesday,1
1466,2025-03-27,Teclado,Acessórios,2,150.0,Norte,Eduardo,300.0,2025-03-27,300.0,2025,3,March,Thursday,1
1157,2025-03-27,Laptop,Informática,4,3500.0,Norte,Bruno,14000.0,2025-03-27,14000.0,2025,3,March,Thursday,1
1912,2025-03-27,Headset,Acessórios,4,250.0,Leste,Carlos,1000.0,2025-03-27,1000.0,2025,3,March,Thursday,1
1012,2025-03-29,Teclado,Acessórios,2,150.0,Norte,Ana,300.0,2025-03-29,300.0,2025,3,March,Saturday,1
1454,2025-03-30,Laptop,Informática,2,3500.0,Sul,Bruno,7000.0,2025-03-30,7000.0,2025,3,March,Sunday,1
1049,2025-03-30,Mouse,Acessórios,2,80.0,Leste,Bruno,160.0,2025-03-30,160.0,2025,3,March,Sunday,1
1692,2025-03-31,Teclado,Acessórios,3,150.0,Norte,Bruno,450.0,2025-03-31,450.0,2025,3,March,Monday,1
1527,2025-03-31,Smartphone,Eletrônicos,2,1500.0,Leste,Carlos,3000.0,2025-03-31,3000.0,2025,3,March,Monday,1
1993,2025-03-31,Smartphone,Eletrônicos,2,1500.0,Leste,Ana,3000.0,2025-03-31,3000.0,2025,3,March,Monday,1
1530,2025-03-31,Laptop,Informática,1,3500.0,Leste,Daniela,3500.0,2025-03-31,3500.0,2025,3,March,Monday,1
1634,2025-04-01,Mouse,Acessórios,3,80.0,Sul,Daniela,240.0,2025-04-01,240.0,2025,4,April,Tuesday,2
1844,2025-04-02,Laptop,Informática,1,3500.0,Centro-Oeste,Daniela,3500.0,2025-04-02,3500.0,2025,4,April,Wednesday,2
1389,2025-04-02,Mouse,Acessórios,2,80.0,Norte,Ana,160.0,2025-04-02,160.0,2025,4,April,Wednesday,2
1436,2025-04-02,Tablet,Eletrônicos,3,1200.0,Centro-Oeste,Bruno,3600.0,2025-04-02,3600.0,2025,4,April,Wednesday,2
1057,2025-04-02,Tablet,Eletrônicos,4,1200.0,Centro-Oeste,Eduardo,4800.0,2025-04-02,4800.0,2025,4,April,Wednesday,2
1529,2025-04-03,Smartphone,Eletrônicos,2,1500.0,Leste,Daniela,3000.0,2025-04-03,3000.0,2025,4,April,Thursday,2
1837,2025-04-03,Monitor,Informática,3,800.0,Norte,Daniela,2400.0,2025-04-03,2400.0,2025,4,April,Thursday,2
1973,2025-04-04,Mouse,Acessórios,1,80.0,Centro-Oeste,Daniela,80.0,2025-04-04,80.0,2025,4,April,Friday,2
1472,2025-04-04,Tablet,Eletrônicos,4,1200.0,Centro-Oeste,Carlos,4800.0,2025-04-04,4800.0,2025,4,April,Friday,2
1954,2025-04-05,Teclado,Acessórios,3,150.0,Sul,Bruno,450.0,2025-04-05,450.0,2025,4,April,Saturday,2
1343,2025-04-05,Mouse,Acessórios,4,80.0,Sul,Eduardo,320.0,2025-04-05,320.0,2025,4,April,Saturday,2
1828,2025-04-05,Laptop,Informática,4,3500.0,Centro-Oeste,Eduardo,14000.0,2025-04-05,14000.0,2025,4,April,Saturday,2
1520,2025-04-05,Laptop,Informática,3,3500.0,Oeste,Carlos,10500.0,2025-04-05,10500.0,2025,4,April,Saturday,2
1764,2025-04-05,Laptop,Informática,2,3500.0,Sul,Bruno,7000.0,2025-04-05,7000.0,2025,4,April,Saturday,2
1193,2025-04-06,Teclado,Acessórios,1,150.0,Norte,Ana,150.0,2025-04-06,150.0,2025,4,April,Sunday,2
1494,2025-04-06,Teclado,Acessórios,3,150.0,Oeste,Carlos,450.0,2025-04-06,450.0,2025,4,April,Sunday,2
1547,2025-04-06,Smartphone,Eletrônicos,1,1500.0,Sul,Ana,1500.0,2025-04-06,1500.0,2025,4,April,Sunday,2
1144,2025-04-06,Monitor,Informática,1,800.0,Leste,Daniela,800.0,2025-04-06,800.0,2025,4,April,Sunday,2
1450,2025-04-06,Laptop,Informática,2,3500.0,Oeste,Ana,7000.0,2025-04-06,7000.0,2025,4,April,Sunday,2
1234,2025-04-07,Monitor,Informática,3,800.0,Oeste,Bruno,2400.0,2025-04-07,2400.0,2025,4,April,Monday,2
1321,2025-04-07,Tablet,Eletrônicos,1,1200.0,Leste,Carlos,1200.0,2025-04-07,1200.0,2025,4,April,Monday,2
1230,2025-04-08,Tablet,Eletrônicos,2,1200.0,Norte,Bruno,2400.0,2025-04-08,2400.0,2025,4,April,Tuesday,2
1793,2025-04-08,Teclado,Acessórios,4,150.0,Oeste,Eduardo,600.0,2025-04-08,600.0,2025,4,April,Tuesday,2
1738,2025-04-08,Teclado,Acessórios,4,150.0,Sul,Carlos,600.0,2025-04-08,600.0,2025,4,April,Tuesday,2
1336,2025-04-09,Mouse,Acessórios,1,80.0,Oeste,Bruno,80.0,2025-04-09,80.0,2025,4,April,Wednesday,2
1289,2025-04-09,Mouse,Acessórios,2,80.0,Sul,Carlos,160.0,2025-04-09,160.0,2025,4,April,Wednesday,2
1344,2025-04-09,Headset,Acessórios,2,250.0,Oeste,Carlos,500.0,2025-04-09,500.0,2025,4,April,Wednesday,2
1257,2025-04-09,Smartphone,Eletrônicos,1,1500.0,Sul,Eduardo,1500.0,2025-04-09,1500.0,2025,4,April,Wednesday,2
1545,2025-04-09,Smartphone,Eletrônicos,3,1500.0,Leste,Ana,4500.0,2025-04-09,4500.0,2025,4,April,Wednesday,2
1272,2025-04-09,Tablet,Eletrônicos,1,1200.0,Norte,Eduardo,1200.0,2025-04-09,1200.0,2025,4,April,Wednesday,2
1120,2025-04-09,Laptop,Informática,3,3500.0,Sul,Eduardo,10500.0,2025-04-09,10500.0,2025,4,April,Wednesday,2
1740,2025-04-09,Tablet,Eletrônicos,1,1200.0,Leste,Carlos,1200.0,2025-04-09,1200.0,2025,4,April,Wednesday,2
1580,2025-04-09,Tablet,Eletrônicos,1,1200.0,Centro-Oeste,Eduardo,1200.0,2025-04-09,1200.0,2025,4,April,Wednesday,2
1478,2025-04-10,Headset,Acessórios,4,250.0,Centro-Oeste,Eduardo,1000.0,2025-04-10,1000.0,2025,4,April,Thursday,2
1488,2025-04-10,Tablet,Eletrônicos,3,1200.0,Sul,Bruno,3600.0,2025-04-10,3600.0,2025,4,April,Thursday,2
1013,2025-04-10,Laptop,Informática,3,3500.0,Norte,Ana,10500.0,2025-04-10,10500.0,2025,4,April,Thursday,2
1569,2025-04-10,Smartphone,Eletrônicos,1,1500.0,Centro-Oeste,Bruno,1500.0,2025-04-10,1500.0,2025,4,April,Thursday,2
1510,2025-04-11,Headset,Acessórios,2,250.0,Oeste,Ana,500.0,2025-04-11,500.0,2025,4,April,Friday,2
1202,2025-04-11,Headset,Acessórios,4,250.0,Sul,Carlos,1000.0,2025-04-11,1000.0,2025,4,April,Friday,2
1934,2025-04-11,Tablet,Eletrônicos,4,1200.0,Centro-Oeste,Eduardo,4800.0,2025-04-11,4800.0,2025,4,April,Friday,2
1126,2025-04-11,Headset,Acessórios,2,250.0,Leste,Ana,500.0,2025-04-11,500.0,2025,4,April,Friday,2
1411,2025-04-11,Teclado,Acessórios,2,150.0,Sul,Eduardo,300.0,2025-04-11,300.0,2025,4,April,Friday,2
1417,2025-04-13,Mouse,Acessórios,2,80.0,Leste,Daniela,160.0,2025-04-13,160.0,2025,4,April,Sunday,2
1787,2025-04-13,Tablet,Eletrônicos,2,1200.0,Oeste,Carlos,2400.0,2025-04-13,2400.0,2025,4,April,Sunday,2
1008,2025-04-13,Headset,Acessórios,2,250.0,Norte,Carlos,500.0,2025-04-13,500.0,2025,4,April,Sunday,2
1001,2025-04-13,Tablet,Eletrônicos,2,1200.0,Centro-Oeste,Bruno,2400.0,2025-04-13,2400.0,2025,4,April,Sunday,2
1369,2025-04-14,Tablet,Eletrônicos,3,1200.0,Norte,Eduardo,3600.0,2025-04-14,3600.0,2025,4,April,Monday,2
1284,2025-04-14,Mouse,Acessórios,4,80.0,Oeste,Carlos,320.0,2025-04-14,320.0,2025,4,April,Monday,2
1532,2025-04-15,Headset,Acessórios,4,250.0,Leste,Ana,1000.0,2025-04-15,1000.0,2025,4,April,Tuesday,2
1739,2025-04-15,Laptop,Informática,2,3500.0,Centro-Oeste,Daniela,7000.0,2025-04-15,7000.0,2025,4,April,Tuesday,2
1066,2025-04-16,Laptop,Informática,2,3500.0,Leste,Bruno,7000.0,2025-04-16,7000.0,2025,4,April,Wednesday,2
1429,2025-04-16,Laptop,Informática,3,3500.0,Centro-Oeste,Ana,10500.0,2025-04-16,10500.0,2025,4,April,Wednesday,2
1804,2025-04-16,Headset,Acessórios,3,250.0,Norte,Daniela,750.0,2025-04-16,750.0,2025,4,April,Wednesday,2
1868,2025-04-17,Mouse,Acessórios,1,80.0,Oeste,Daniela,80.0,2025-04-17,80.0,2025,4,April,Thursday,2
1004,2025-04-17,Mouse,Acessórios,1,80.0,Sul,Eduardo,80.0,2025-04-17,80.0,2025,4,April,Thursday,2
1166,2025-04-18,Smartphone,Eletrônicos,4,1500.0,Norte,Daniela,6000.0,2025-04-18,6000.0,2025,4,April,Friday,2
1415,2025-04-18,Teclado,Acessórios,3,150.0,Oeste,Daniela,450.0,2025-04-18,450.0,2025,4,April,Friday,2
1587,2025-04-19,Headset,Acessórios,3,250.0,Sul,Daniela,750.0,2025-04-19,750.0,2025,4,April,Saturday,2
1923,2025-04-19,Teclado,Acessórios,4,150.0,Norte,Daniela,600.0,2025-04-19,600.0,2025,4,April,Saturday,2
1925,2025-04-21,Headset,Acessórios,1,250.0,Sul,Ana,250.0,2025-04-21,250.0,2025,4,April,Monday,2
1823,2025-04-21,Mouse,Acessórios,3,80.0,Centro-Oeste,Bruno,240.0,2025-04-21,240.0,2025,4,April,Monday,2
1927,2025-04-21,Tablet,Eletrônicos,4,1200.0,Leste,Carlos,4800.0,2025-04-21,4800.0,2025,4,April,Monday,2
1897,2025-04-21,Laptop,Informática,3,3500.0,Sul,Ana,10500.0,2025-04-21,10500.0,2025,4,April,Monday,2
1929,2025-04-21,Mouse,Acessórios,2,80.0,Leste,Bruno,160.0,2025-04-21,160.0,2025,4,April,Monday,2
1288,2025-04-22,Laptop,Informática,2,3500.0,Oeste,Daniela,7000.0,2025-04-22,7000.0,2025,4,April,Tuesday,2
1779,2025-04-22,Laptop,Informática,3,3500.0,Norte,Ana,10500.0,2025-04-22,10500.0,2025,4,April,Tuesday,2
1948,2025-04-22,Monitor,Informática,2,800.0,Centro-Oeste,Bruno,1600.0,2025-04-22,1600.0,2025,4,April,Tuesday,2
1262,2025-04-22,Monitor,Informática,1,800.0,Oeste,Ana,800.0,2025-04-22,800.0,2025,4,April,Tuesday,2
1203,2025-04-23,Mouse,Acessórios,2,80.0,Leste,Ana,160.0,2025-04-23,160.0,2025,4,April,Wednesday,2
1877,2025-04-23,Monitor,Informática,4,800.0,Oeste,Bruno,3200.0,2025-04-23,3200.0,2025,4,April,Wednesday,2
1201,2025-04-23,Smartphone,Eletrônicos,2,1500.0,Sul,Ana,3000.0,2025-04-23,3000.0,2025,4,April,Wednesday,2
1283,2025-04-23,Smartphone,Eletrônicos,2,1500.0,Centro-Oeste,Bruno,3000.0,2025-04-23,3000.0,2025,4,April,Wednesday,2
1206,2025-04-23,Headset,Acessórios,3,250.0,Leste,Carlos,750.0,2025-04-23,750.0,2025,4,April,Wednesday,2
1989,2025-04-23,Teclado,Acessórios,1,150.0,Centro-Oeste,Daniela,150.0,2025-04-23,150.0,2025,4,April,Wednesday,2
1196,2025-04-23,Mouse,Acessórios,4,80.0,Leste,Eduardo,320.0,2025-04-23,320.0,2025,4,April,Wednesday,2
1535,2025-04-24,Monitor,Informática,2,800.0,Centro-Oeste,Daniela,1600.0,2025-04-24,1600.0,2025,4,April,Thursday,2
1362,2025-04-24,Headset,Acessórios,2,250.0,Centro-Oeste,Carlos,500.0,2025-04-24,500.0,2025,4,April,Thursday,2
1531,2025-04-25,Smartphone,Eletrônicos,1,1500.0,Leste,Bruno,1500.0,2025-04-25,1500.0,2025,4,April,Friday,2
1346,2025-04-26,Laptop,Informática,1,3500.0,Leste,Eduardo,3500.0,2025-04-26,3500.0,2025,4,April,Saturday,2
1281,2025-04-26,Tablet,Eletrônicos,3,1200.0,Norte,Carlos,3600.0,2025-04-26,3600.0,2025,4,April,Saturday,2
1178,2025-04-26,Smartphone,Eletrônicos,2,1500.0,Centro-Oeste,Daniela,3000.0,2025-04-26,3000.0,2025,4,April,Saturday,2
1654,2025-04-27,Mouse,Acessórios,2,80.0,Centro-Oeste,Ana,160.0,2025-04-27,160.0,2025,4,April,Sunday,2
1440,2025-04-27,Tablet,Eletrônicos,4,1200.0,Sul,Ana,4800.0,2025-04-27,4800.0,2025,4,April,Sunday,2
1770,2025-04-28,Monitor,Informática,2,800.0,Oeste,Bruno,1600.0,2025-04-28,1600.0,2025,4,April,Monday,2
1983,2025-04-28,Smartphone,Eletrônicos,3,1500.0,Oeste,Bruno,4500.0,2025-04-28,4500.0,2025,4,April,Monday,2
1972,2025-04-28,Smartphone,Eletrônicos,1,1500.0,Centro-Oeste,Daniela,1500.0,2025-04-28,1500.0,2025,4,April,Monday,2
1452,2025-04-28,Monitor,Informática,3,800.0,Oeste,Eduardo,2400.0,2025-04-28,2400.0,2025,4,April,Monday,2
1906,2025-04-29,Headset,Acessórios,1,250.0,Oeste,Ana,250.0,2025-04-29,250.0,2025,4,April,Tuesday,2
1722,2025-04-29,Laptop,Informática,1,3500.0,Norte,Daniela,3500.0,2025-04-29,3500.0,2025,4,April,Tuesday,2
1279,2025-04-30,Teclado,Acessórios,4,150.0,Norte,Ana,600.0,2025-04-30,600.0,2025,4,April,Wednesday,2
1433,2025-04-30,Laptop,Informática,1,3500.0,Oeste,Daniela,3500.0,2025-04-30,3500.0,2025,4,April,Wednesday,2
1177,2025-05-01,Laptop,Informática,4,3500.0,Oeste,Ana,14000.0,2025-05-01,14000.0,2025,5,May,Thursday,2
1863,2025-05-01,Mouse,Acessórios,4,80.0,Centro-Oeste,Ana,320.0,2025-05-01,320.0,2025,5,May,Thursday,2
1592,2025-05-02,Laptop,Informática,3,3500.0,Centro-Oeste,Ana,10500.0,2025-05-02,10500.0,2025,5,May,Friday,2
1446,2025-05-02,Headset,Acessórios,1,250.0,Centro-Oeste,Eduardo,250.0,2025-05-02,250.0,2025,5,May,Friday,2
1689,2025-05-02,Monitor,Informática,4,800.0,Centro-Oeste,Daniela,3200.0,2025-05-02,3200.0,2025,5,May,Friday,2
1009,2025-05-02,Laptop,Informática,1,3500.0,Norte,Eduardo,3500.0,2025-05-02,3500.0,2025,5,May,Friday,2
1840,2025-05-02,Mouse,Acessórios,2,80.0,Centro-Oeste,Ana,160.0,2025-05-02,160.0,2025,5,May,Friday,2
1612,2025-05-02,Monitor,Informática,3,800.0,Oeste,Ana,2400.0,2025-05-02,2400.0,2025,5,May,Friday,2
1225,2025-05-03,Laptop,Informática,1,3500.0,Leste,Carlos,3500.0,2025-05-03,3500.0,2025,5,May,Saturday,2
1236,2025-05-04,Tablet,Eletrônicos,4,1200.0,Norte,Bruno,4800.0,2025-05-04,4800.0,2025,5,May,Sunday,2
1428,2025-05-04,Mouse,Acessórios,2,80.0,Leste,Eduardo,160.0,2025-05-04,160.0,2025,5,May,Sunday,2
1400,2025-05-05,Teclado,Acessórios,4,150.0,Leste,Carlos,600.0,2025-05-05,600.0,2025,5,May,Monday,2
1644,2025-05-06,Headset,Acessórios,1,250.0,Norte,Daniela,250.0,2025-05-06,250.0,2025,5,May,Tuesday,2
1913,2025-05-06,Mouse,Acessórios,4,80.0,Sul,Bruno,320.0,2025-05-06,320.0,2025,5,May,Tuesday,2
1451,2025-05-06,Teclado,Acessórios,3,150.0,Norte,Daniela,450.0,2025-05-06,450.0,2025,5,May,Tuesday,2
1214,2025-05-06,Smartphone,Eletrônicos,4,1500.0,Leste,Daniela,6000.0,2025-05-06,6000.0,2025,5,May,Tuesday,2
1639,2025-05-06,Headset,Acessórios,2,250.0,Leste,Eduardo,500.0,2025-05-06,500.0,2025,5,May,Tuesday,2
1819,2025-05-06,Headset,Acessórios,3,250.0,Sul,Eduardo,750.0,2025-05-06,750.0,2025,5,May,Tuesday,2
1366,2025-05-07,Laptop,Informática,1,3500.0,Sul,Bruno,3500.0,2025-05-07,3500.0,2025,5,May,Wednesday,2
1443,2025-05-07,Teclado,Acessórios,1,150.0,Sul,Daniela,150.0,2025-05-07,150.0,2025,5,May,Wednesday,2
1883,2025-05-07,Headset,Acessórios,3,250.0,Sul,Eduardo,750.0,2025-05-07,750.0,2025,5,May,Wednesday,2
1352,2025-05-08,Teclado,Acessórios,1,150.0,Norte,Bruno,150.0,2025-05-08,150.0,2025,5,May,Thursday,2
1249,2025-05-08,Laptop,Informática,4,3500.0,Norte,Daniela,14000.0,2025-05-08,14000.0,2025,5,May,Thursday,2
1305,2025-05-08,Tablet,Eletrônicos,1,1200.0,Sul,Eduardo,1200.0,2025-05-08,1200.0,2025,5,May,Thursday,2
1171,2025-05-08,Monitor,Informática,2,800.0,Oeste,Bruno,1600.0,2025-05-08,1600.0,2025,5,May,Thursday,2
1253,2025-05-09,Smartphone,Eletrônicos,4,1500.0,Centro-Oeste,Bruno,6000.0,2025-05-09,6000.0,2025,5,May,Friday,2
1100,2025-05-09,Mouse,Acessórios,3,80.0,Leste,Daniela,240.0,2025-05-09,240.0,2025,5,May,Friday,2
1444,2025-05-09,Smartphone,Eletrônicos,1,1500.0,Leste,Eduardo,1500.0,2025-05-09,1500.0,2025,5,May,Friday,2
1208,2025-05-10,Headset,Acessórios,1,250.0,Leste,Carlos,250.0,2025-05-10,250.0,2025,5,May,Saturday,2
1215,2025-05-10,Teclado,Acessórios,1,150.0,Centro-Oeste,Eduardo,150.0,2025-05-10,150.0,2025,5,May,Saturday,2
1276,2025-05-11,Teclado,Acessórios,1,150.0,Oeste,Eduardo,150.0,2025-05-11,150.0,2025,5,May,Sunday,2
1016,2025-05-11,Headset,Acessórios,1,250.0,Centro-Oeste,Eduardo,250.0,2025-05-11,250.0,2025,5,May,Sunday,2
1042,2025-05-11,Smartphone,Eletrônicos,4,1500.0,Leste,Ana,6000.0,2025-05-11,6000.0,2025,5,May,Sunday,2
1127,2025-05-11,Monitor,Informática,3,800.0,Oeste,Daniela,2400.0,2025-05-11,2400.0,2025,5,May,Sunday,2
1626,2025-05-12,Tablet,Eletrônicos,2,1200.0,Leste,Daniela,2400.0,2025-05-12,2400.0,2025,5,May,Monday,2
1807,2025-05-13,Teclado,Acessórios,2,150.0,Centro-Oeste,Daniela,300.0,2025-05-13,300.0,2025,5,May,Tuesday,2
1745,2025-05-13,Teclado,Acessórios,1,150.0,Leste,Carlos,150.0,2025-05-13,150.0,2025,5,May,Tuesday,2
1593,2025-05-13,Tablet,Eletrônicos,4,1200.0,Leste,Carlos,4800.0,2025-05-13,4800.0,2025,5,May,Tuesday,2
1850,2025-05-13,Headset,Acessórios,1,250.0,Centro-Oeste,Daniela,250.0,2025-05-13,250.0,2025,5,May,Tuesday,2
1981,2025-05-13,Smartphone,Eletrônicos,1,1500.0,Norte,Eduardo,1500.0,2025-05-13,1500.0,2025,5,May,Tuesday,2
1655,2025-05-14,Laptop,Informática,4,3500.0,Norte,Ana,14000.0,2025-05-14,14000.0,2025,5,May,Wednesday,2
1971,2025-05-14,Headset,Acessórios,1,250.0,Norte,Ana,250.0,2025-05-14,250.0,2025,5,May,Wednesday,2
1163,2025-05-14,Mouse,Acessórios,2,80.0,Sul,Carlos,160.0,2025-05-14,160.0,2025,5,May,Wednesday,2
1111,2025-05-15,Headset,Acessórios,3,250.0,Centro-Oeste,Bruno,750.0,2025-05-15,750.0,2025,5,May,Thursday,2
1303,2025-05-15,Laptop,Informática,3,3500.0,Centro-Oeste,Daniela,10500.0,2025-05-15,10500.0,2025,5,May,Thursday,2
1044,2025-05-15,Monitor,Informática,2,800.0,Centro-Oeste,Ana,1600.0,2025-05-15,1600.0,2025,5,May,Thursday,2
1618,2025-05-16,Laptop,Informática,3,3500.0,Centro-Oeste,Eduardo,10500.0,2025-05-16,10500.0,2025,5,May,Friday,2
1693,2025-05-16,Headset,Acessórios,2,250.0,Centro-Oeste,Ana,500.0,2025-05-16,500.0,2025,5,May,Friday,2
1101,2025-05-16,Headset,Acessórios,2,250.0,Norte,Carlos,500.0,2025-05-16,500.0,2025,5,May,Friday,2
1957,2025-05-17,Tablet,Eletrônicos,2,1200.0,Sul,Carlos,2400.0,2025-05-17,2400.0,2025,5,May,Saturday,2
1183,2025-05-17,Mouse,Acessórios,2,80.0,Sul,Bruno,160.0,2025-05-17,160.0,2025,5,May,Saturday,2
1809,2025-05-18,Smartphone,Eletrônicos,2,1500.0,Centro-Oeste,Daniela,3000.0,2025-05-18,3000.0,2025,5,May,Sunday,2
1103,2025-05-19,Monitor,Informática,4,800.0,Leste,Daniela,3200.0,2025-05-19,3200.0,2025,5,May,Monday,2
1998,2025-05-19,Mouse,Acessórios,4,80.0,Sul,Carlos,320.0,2025-05-19,320.0,2025,5,May,Monday,2
1267,2025-05-20,Smartphone,Eletrônicos,4,1500.0,Oeste,Bruno,6000.0,2025-05-20,6000.0,2025,5,May,Tuesday,2
1990,2025-05-20,Laptop,Informática,2,3500.0,Sul,Eduardo,7000.0,2025-05-20,7000.0,2025,5,May,Tuesday,2
1641,2025-05-21,Laptop,Informática,1,3500.0,Oeste,Carlos,3500.0,2025-05-21,3500.0,2025,5,May,Wednesday,2
1608,2025-05-21,Laptop,Informática,3,3500.0,Oeste,Ana,10500.0,2025-05-21,10500.0,2025,5,May,Wednesday,2
1994,2025-05-22,Teclado,Acessórios,4,150.0,Leste,Daniela,600.0,2025-05-22,600.0,2025,5,May,Thursday,2
1387,2025-05-22,Smartphone,Eletrônicos,1,1500.0,Leste,Carlos,1500.0,2025-05-22,1500.0,2025,5,May,Thursday,2
1388,2025-05-23,Laptop,Informática,2,3500.0,Oeste,Ana,7000.0,2025-05-23,7000.0,2025,5,May,Friday,2
1677,2025-05-23,Monitor,Informática,4,800.0,Centro-Oeste,Eduardo,3200.0,2025-05-23,3200.0,2025,5,May,Friday,2
1148,2025-05-23,Teclado,Acessórios,2,150.0,Sul,Ana,300.0,2025-05-23,300.0,2025,5,May,Friday,2
1681,2025-05-24,Mouse,Acessórios,4,80.0,Centro-Oeste,Eduardo,320.0,2025-05-24,320.0,2025,5,May,Saturday,2
1426,2025-05-24,Teclado,Acessórios,4,150.0,Centro-Oeste,Bruno,600.0,2025-05-24,600.0,2025,5,May,Saturday,2
1578,2025-05-24,Monitor,Informática,2,800.0,Sul,Eduardo,1600.0,2025-05-24,1600.0,2025,5,May,Saturday,2
1584,2025-05-24,Headset,Acessórios,4,250.0,Oeste,Ana,1000.0,2025-05-24,1000.0,2025,5,May,Saturday,2
1260,2025-05-24,Mouse,Acessórios,3,80.0,Centro-Oeste,Ana,240.0,2025-05-24,240.0,2025,5,May,Saturday,2
1465,2025-05-24,Laptop,Informática,2,3500.0,Oeste,Ana,7000.0,2025-05-24,7000.0,2025,5,May,Saturday,2
1233,2025-05-24,Tablet,Eletrônicos,1,1200.0,Leste,Ana,1200.0,2025-05-24,1200.0,2025,5,May,Saturday,2
1432,2025-05-25,Teclado,Acessórios,3,150.0,Norte,Eduardo,450.0,2025-05-25,450.0,2025,5,May,Sunday,2
1703,2025-05-25,Laptop,Informática,3,3500.0,Sul,Daniela,10500.0,2025-05-25,10500.0,2025,5,May,Sunday,2
1753,2025-05-25,Headset,Acessórios,4,250.0,Norte,Ana,1000.0,2025-05-25,1000.0,2025,5,May,Sunday,2
1916,2025-05-25,Tablet,Eletrônicos,4,1200.0,Oeste,Daniela,4800.0,2025-05-25,4800.0,2025,5,May,Sunday,2
1622,2025-05-25,Teclado,Acessórios,4,150.0,Oeste,Ana,600.0,2025-05-25,600.0,2025,5,May,Sunday,2
1599,2025-05-26,Monitor,Informática,3,800.0,Centro-Oeste,Eduardo,2400.0,2025-05-26,2400.0,2025,5,May,Monday,2
1924,2025-05-26,Teclado,Acessórios,4,150.0,Leste,Carlos,600.0,2025-05-26,600.0,2025,5,May,Monday,2
1725,2025-05-26,Laptop,Informática,4,3500.0,Leste,Eduardo,14000.0,2025-05-26,14000.0,2025,5,May,Monday,2
1431,2025-05-27,Headset,Acessórios,1,250.0,Leste,Carlos,250.0,2025-05-27,250.0,2025,5,May,Tuesday,2
1273,2025-05-27,Tablet,Eletrônicos,4,1200.0,Norte,Carlos,4800.0,2025-05-27,4800.0,2025,5,May,Tuesday,2
1493,2025-05-27,Tablet,Eletrônicos,3,1200.0,Centro-Oeste,Ana,3600.0,2025-05-27,3600.0,2025,5,May,Tuesday,2
1244,2025-05-27,Smartphone,Eletrônicos,3,1500.0,Leste,Daniela,4500.0,2025-05-27,4500.0,2025,5,May,Tuesday,2
1671,2025-05-27,Tablet,Eletrônicos,3,1200.0,Norte,Carlos,3600.0,2025-05-27,3600.0,2025,5,May,Tuesday,2
1325,2025-05-27,Smartphone,Eletrônicos,4,1500.0,Leste,Daniela,6000.0,2025-05-27,6000.0,2025,5,May,Tuesday,2
1245,2025-05-28,Teclado,Acessórios,2,150.0,Centro-Oeste,Carlos,300.0,2025-05-28,300.0,2025,5,May,Wednesday,2
1241,2025-05-28,Mouse,Acessórios,3,80.0,Centro-Oeste,Eduardo,240.0,2025-05-28,240.0,2025,5,May,Wednesday,2
1646,2025-05-28,Monitor,Informática,3,800.0,Centro-Oeste,Daniela,2400.0,2025-05-28,2400.0,2025,5,May,Wednesday,2
1663,2025-05-29,Mouse,Acessórios,4,80.0,Centro-Oeste,Daniela,320.0,2025-05-29,320.0,2025,5,May,Thursday,2
